datetime,day_of_week,total,place,angbutter,plain_bread,jam,americano,croissant,caffe_latte,tiramisu_croissant,cacao_deep,pain_au_chocolat,almond_croissant,milk_tea,gateau_chocolat,pandoro,cheese_cake,lemon_ade,orange_pound,wiener,vanila_latte,berry_ade,tiramisu,merinque_cookies,order_id,calories
2019-07-11 15:35,Thur,23800.0,onsite-takeout,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4cf92206811ec971c2e2955813ea5,2265.0
2019-07-11 16:10,Thur,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4d096206811ec971c2e2955813ea5,1390.0
2019-07-12 11:49,Fri,58000.0,onsite-takeout,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d0fa206811ec971c2e2955813ea5,7700.0
2019-07-13 13:19,Sat,14800.0,onsite-takeout,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4d154206811ec971c2e2955813ea5,679.0
2019-07-13 13:22,Sat,15600.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d1a4206811ec971c2e2955813ea5,1750.0
2019-07-13 14:54,Sat,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4d1fe206811ec971c2e2955813ea5,770.0
2019-07-13 15:08,Sat,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53c4d258206811ec971c2e2955813ea5,840.0
2019-07-13 15:09,Sat,14000.0,onsite-takeout,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d2a8206811ec971c2e2955813ea5,1650.0
2019-07-13 15:23,Sat,19100.0,onsite-takeout,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d2f8206811ec971c2e2955813ea5,1829.0
2019-07-13 16:32,Sat,22300.0,onsite-takeout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d348206811ec971c2e2955813ea5,1779.0
2019-07-14 11:08,Sun,15300.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4d3a2206811ec971c2e2955813ea5,1150.0
2019-07-14 11:15,Sun,27600.0,onsite-takeout,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d3fc206811ec971c2e2955813ea5,1795.0
2019-07-14 11:44,Sun,26300.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4d44c206811ec971c2e2955813ea5,2800.0
2019-07-14 11:59,Sun,19800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53c4d49c206811ec971c2e2955813ea5,1390.0
2019-07-14 12:59,Sun,18300.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4d4ec206811ec971c2e2955813ea5,1390.0
2019-07-14 13:05,Sun,15600.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d53c206811ec971c2e2955813ea5,1750.0
2019-07-14 14:06,Sun,23600.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4d58c206811ec971c2e2955813ea5,2540.0
2019-07-14 14:41,Sun,20100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53c4d5dc206811ec971c2e2955813ea5,1750.0
2019-07-14 14:51,Sun,25600.0,onsite-takeout,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4d62c206811ec971c2e2955813ea5,1686.0
2019-07-14 15:02,Sun,19800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,53c4d686206811ec971c2e2955813ea5,1390.0
2019-07-15 11:45,Mon,15100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d6d6206811ec971c2e2955813ea5,1750.0
2019-07-15 16:21,Mon,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d726206811ec971c2e2955813ea5,1275.0
2019-07-17 11:47,Wed,17800.0,onsite-takeout,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d776206811ec971c2e2955813ea5,1229.0
2019-07-17 13:23,Wed,14800.0,onsite-takeout,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d7c6206811ec971c2e2955813ea5,2676.0
2019-07-17 14:16,Wed,23400.0,onsite-takeout,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4d816206811ec971c2e2955813ea5,1522.0
2019-07-17 16:32,Wed,18100.0,onsite-takeout,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53c4d866206811ec971c2e2955813ea5,804.0
2019-07-19 11:43,Fri,14800.0,onsite-takeout,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d8c0206811ec971c2e2955813ea5,2026.0
2019-07-19 12:11,Fri,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,53c4d906206811ec971c2e2955813ea5,965.0
2019-07-19 12:36,Fri,21800.0,onsite-takeout,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d956206811ec971c2e2955813ea5,2576.0
2019-07-19 12:44,Fri,20600.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4d9a6206811ec971c2e2955813ea5,1990.0
2019-07-19 13:35,Fri,14800.0,onsite-takeout,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4d9f6206811ec971c2e2955813ea5,1556.0
2019-07-19 13:50,Fri,15100.0,onsite-takeout,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4da46206811ec971c2e2955813ea5,1670.0
2019-07-19 14:12,Fri,58000.0,onsite-takeout,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4da96206811ec971c2e2955813ea5,6496.0
2019-07-19 15:33,Fri,35900.0,onsite-takeout,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4dae6206811ec971c2e2955813ea5,4118.0
2019-07-20 11:19,Sat,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4db36206811ec971c2e2955813ea5,1010.0
2019-07-20 11:35,Sat,18800.0,onsite-takeout,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4db86206811ec971c2e2955813ea5,1211.0
2019-07-20 11:40,Sat,22800.0,onsite-takeout,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53c4dbd6206811ec971c2e2955813ea5,2521.0
2019-07-20 11:44,Sat,16400.0,onsite-takeout,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4dc26206811ec971c2e2955813ea5,1800.0
2019-07-20 12:08,Sat,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53c4dc76206811ec971c2e2955813ea5,995.0
2019-07-20 12:13,Sat,26300.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,53c4dcc6206811ec971c2e2955813ea5,2005.0
2019-07-20 12:31,Sat,14800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4dd16206811ec971c2e2955813ea5,1260.0
2019-07-20 12:55,Sat,15800.0,onsite-takeout,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53c4dd66206811ec971c2e2955813ea5,1390.0
2019-07-20 13:19,Sat,20500.0,onsite-takeout,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4ddac206811ec971c2e2955813ea5,2302.0
2019-07-20 13:44,Sat,18600.0,onsite-takeout,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53c4ddfc206811ec971c2e2955813ea5,2076.0
